GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25,AvgD
12/11/2022BournemouthEverton,Bournemouth,Everton,12/11/2022,2.15,1.72,2.6,2.86,14.0,17.0,15.0,3.0,0.0,4.0,2.0,1.0714285714285714,0.7857142857142857,2.2857142857142856,1.0,1.4,0.6,2.4,1.0,3.75,1.6666666666666667,1.0,0.5714285714285714,0.2857142857142857,922.9869186303896,994.4083411689978,0.4979544199451554,1.2044657099335123,0.8725845646040066,3.0,0.6666666666666666,1.0,
12/11/2022LiverpoolSouthampton,Liverpool,Southampton,12/11/2022,1.41,2.91,11.38,1.25,13.5,8.0,18.0,2.0,1.0,1.0,4.0,1.9230769230769231,0.8571428571428571,1.2307692307692308,1.7142857142857142,1.0,0.8,0.8,1.4,2.4166666666666665,1.0,0.6666666666666666,0.6153846153846154,0.5,1242.5087504751616,950.3980861766266,0.8893852002214342,1.1326792260489986,1.0602438673982937,1.3333333333333333,2.0,1.0,
12/11/2022Nott'm ForestCrystal Palace,Nott'm Forest,Crystal Palace,12/11/2022,2.18,1.69,2.43,3.12,13.5,20.0,10.0,2.0,2.0,2.0,1.0,0.7142857142857143,1.1538461538461535,2.142857142857143,1.3076923076923077,0.6,1.0,1.6,1.0,0.0,1.0,1.0,0.4285714285714285,0.5384615384615384,956.0105423958934,1087.420905083476,0.41253237169775,1.0102029009335751,0.93301129959929,2.333333333333333,1.3333333333333333,0.0,
12/11/2022TottenhamLeeds,Tottenham,Leeds,12/11/2022,1.61,2.33,5.04,1.64,13.5,4.0,12.0,1.0,4.0,2.0,3.0,1.9285714285714288,1.4615384615384617,1.2857142857142858,1.6923076923076923,1.4,1.6,1.6,2.0,3.5,1.6666666666666667,2.6666666666666665,0.5714285714285714,0.6153846153846154,1177.348149248599,994.3606741572056,0.8109681056488839,1.1626367908100717,1.186816574366264,2.0,2.333333333333333,1.0,
12/11/2022West HamLeicester,West Ham,Leicester,12/11/2022,1.93,1.89,3.6,2.09,14.0,16.0,14.0,1.0,2.0,2.0,0.0,0.8571428571428571,1.6428571428571428,1.0714285714285714,1.7857142857142858,0.8,1.6,1.0,0.2,3.4166666666666665,1.0,2.0,0.2142857142857142,0.6428571428571429,1012.18898951067,1035.727988638924,0.5664670274017523,0.9215376144162444,1.228266161180414,1.0,0.3333333333333333,0.0,
12/11/2022NewcastleChelsea,Newcastle,Chelsea,12/11/2022,1.93,1.9,3.11,2.33,13.5,3.0,7.0,4.0,0.0,1.0,1.0,2.0,1.3076923076923077,0.7857142857142857,1.2307692307692308,2.2,0.8,0.4,1.2,2.3,3.333333333333333,0.6666666666666666,0.5,0.6153846153846154,1197.3343868127065,1140.9432119420492,0.6742709402425233,1.041847648920838,1.0498425293004758,0.6666666666666666,2.0,0.0,
12/11/2022WolvesArsenal,Wolves,Arsenal,12/11/2022,1.78,2.05,1.55,6.15,13.5,19.0,1.0,2.0,1.0,3.0,0.0,0.5714285714285714,2.3846153846153846,1.5714285714285714,0.8461538461538461,1.0,2.2,2.0,0.6,2.5,1.0,2.333333333333333,0.4285714285714285,0.6923076923076923,939.2686173303036,1266.009411444508,0.1857419760801265,0.8834719812115696,1.149092662048797,2.6666666666666665,0.3333333333333333,0.0,
13/11/2022BrightonAston Villa,Brighton,Aston Villa,13/11/2022,1.91,1.91,4.21,1.86,13.5,7.0,15.0,3.0,3.0,2.0,1.0,1.6923076923076923,1.0,1.3076923076923077,1.5,1.6,1.4,1.6,2.0,2.0,2.6666666666666665,2.333333333333333,0.5384615384615384,0.5,1111.2441162664293,1011.6751512404056,0.7263371502130682,1.034154821935218,1.0095579824687109,2.0,1.6666666666666667,1.0,
13/11/2022FulhamMan United,Fulham,Man United,13/11/2022,1.63,2.28,1.89,3.91,13.5,9.0,5.0,1.0,1.0,2.0,3.0,1.6428571428571428,1.3846153846153846,1.7142857142857142,1.4615384615384617,1.8,1.0,1.2,0.8,3.25,1.3333333333333333,1.0,0.8571428571428571,0.5384615384615384,987.600059787964,1153.6998904719885,0.3651234409677815,1.0512155711523554,1.0616708668743804,1.3333333333333333,1.3333333333333333,1.0,
26/12/2022BrentfordTottenham,Brentford,Tottenham,26/12/2022,1.8,2.01,1.95,3.85,15.0,9.0,4.0,2.0,4.0,1.0,3.0,1.5333333333333334,2.066666666666667,1.6666666666666667,1.4,1.0,1.8,1.6,2.2,1.0,1.6666666666666667,2.6666666666666665,0.6,0.6,1052.1748527297275,1184.9094250226435,0.4106862393316473,1.1489729967557951,1.2224675775286065,1.3333333333333333,2.333333333333333,1.0,
26/12/2022Crystal PalaceFulham,Crystal Palace,Fulham,26/12/2022,1.97,1.85,3.58,2.07,14.5,11.0,10.0,0.0,1.0,1.0,2.0,1.0714285714285714,1.6,1.2857142857142858,1.7333333333333334,1.0,1.6,1.2,1.2,1.75,1.0,0.6666666666666666,0.5,0.8666666666666667,1063.922199951386,972.9951221492528,0.7163384047579224,0.906158737556673,1.0551694826668532,0.6666666666666666,1.3333333333333333,1.0,
26/12/2022EvertonWolves,Everton,Wolves,26/12/2022,2.2,1.68,3.24,2.35,15.0,17.0,20.0,0.0,0.0,3.0,2.0,0.7333333333333333,0.5333333333333333,1.1333333333333333,1.6,0.6,0.8,1.2,2.4,3.0,0.0,1.0,0.3333333333333333,0.4,974.326517966804,931.8389382870984,0.6564537645148186,0.8787699550094104,0.8741084556299055,1.6666666666666667,2.0,1.0,
26/12/2022LeicesterNewcastle,Leicester,Newcastle,26/12/2022,1.83,2.0,2.21,3.24,15.0,13.0,3.0,2.0,1.0,0.0,0.0,1.6666666666666667,1.9333333333333331,1.6666666666666667,0.7333333333333333,2.0,2.4,0.2,0.4,3.5,1.3333333333333333,3.0,0.6,0.4666666666666667,1058.386669734994,1210.3635492030055,0.3841673826531686,1.210258569148881,1.0088057425622208,0.3333333333333333,0.3333333333333333,1.0,
26/12/2022SouthamptonBrighton,Southampton,Brighton,26/12/2022,1.89,1.89,2.15,3.4,14.5,19.0,7.0,1.0,1.0,3.0,2.0,0.8666666666666667,1.6428571428571428,1.8,1.3571428571428572,0.8,1.8,1.8,1.6,2.5,0.6666666666666666,2.6666666666666665,0.5333333333333333,0.5714285714285714,945.973494185484,1082.1906302579066,0.4058431767138762,1.0778606730955331,1.0418790312978845,2.6666666666666665,1.6666666666666667,1.0,
26/12/2022Aston VillaLiverpool,Aston Villa,Liverpool,26/12/2022,1.65,2.27,1.75,4.51,14.5,12.0,6.0,2.0,3.0,1.0,1.0,1.0666666666666669,2.0,1.4666666666666666,1.2142857142857142,1.8,1.4,1.8,1.0,3.5,1.6666666666666667,2.0,0.5333333333333333,0.6428571428571429,1040.7286372489284,1246.9333424663043,0.3134461024292996,1.0170984754925183,1.1514996035641925,2.0,1.3333333333333333,1.0,
26/12/2022ArsenalWest Ham,Arsenal,West Ham,26/12/2022,1.77,2.07,6.52,1.51,14.5,1.0,16.0,2.0,0.0,0.0,2.0,2.357142857142857,0.8,0.7857142857142857,1.1333333333333333,2.0,0.6,0.2,1.2,3.1666666666666665,2.6666666666666665,0.3333333333333333,0.6428571428571429,0.2,1273.4390904877132,989.5303084146,0.8846542462806124,1.1369139413133176,0.908026965074434,0.0,1.6666666666666667,1.0,
27/12/2022ChelseaBournemouth,Chelsea,Bournemouth,27/12/2022,1.66,2.23,9.72,1.32,14.5,9.0,14.0,0.0,3.0,1.0,0.0,1.2142857142857142,1.2,1.2142857142857142,2.1333333333333333,0.4,1.6,1.4,2.0,2.75,0.3333333333333333,2.6666666666666665,0.5714285714285714,0.6,1127.9140495517502,943.0687418325832,0.8126021171088769,1.0165470675500254,1.2130036682564875,2.0,2.333333333333333,0.0,
27/12/2022Man UnitedNott'm Forest,Man United,Nott'm Forest,27/12/2022,1.64,2.27,10.4,1.31,14.5,5.0,19.0,2.0,1.0,1.0,0.0,1.4285714285714286,0.7333333333333333,1.4285714285714286,2.0,1.4,0.8,1.0,1.4,0.0,1.3333333333333333,1.0,0.5714285714285714,0.4,1168.3048281107,979.5092475279832,0.8160403128858512,1.0656641036379302,0.9811287234990672,1.3333333333333333,2.333333333333333,1.0,
28/12/2022LeedsMan City,Leeds,Man City,28/12/2022,1.43,2.83,1.3,9.46,14.0,15.0,3.0,3.0,1.0,4.0,2.0,1.5714285714285714,2.857142857142857,1.8571428571428568,1.0,2.2,1.4,2.6,1.0,4.0,3.0,1.3333333333333333,0.6428571428571429,0.7142857142857143,986.7993983831608,1318.7147663180028,0.1812790045944897,1.2478916838898968,1.4379469928384223,2.6666666666666665,1.0,1.0,
30/12/2022West HamBrentford,West Ham,Brentford,30/12/2022,1.93,1.89,3.64,2.06,16.0,17.0,10.0,1.0,2.0,3.0,2.0,0.8125,1.5625,1.25,1.6875,0.8,1.4,1.6,2.0,2.5,0.6666666666666666,2.0,0.25,0.625,984.9164782658244,1055.7474031564618,0.4988042052382584,0.9329915408303936,1.1569657553206163,2.333333333333333,1.6666666666666667,0.0,
30/12/2022LiverpoolLeicester,Liverpool,Leicester,30/12/2022,1.44,2.8,9.64,1.3,15.5,6.0,13.0,3.0,0.0,1.0,3.0,2.066666666666667,1.5625,1.2,1.75,1.8,1.6,1.2,0.8,3.25,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.625,1259.4711865634763,1043.0199744288673,0.8387485115472637,1.172579740788711,1.209221907993017,1.0,1.0,1.0,
31/12/2022WolvesMan United,Wolves,Man United,31/12/2022,1.97,1.86,1.92,4.09,15.5,18.0,5.0,2.0,3.0,1.0,0.0,0.625,1.5333333333333334,1.5625,1.3333333333333333,1.0,1.6,2.2,1.0,1.625,1.3333333333333333,2.0,0.4375,0.6,958.0970888676912,1175.663215595266,0.2995463760108227,0.8986802875018848,1.073534953538651,2.0,1.3333333333333333,0.0,
31/12/2022BournemouthCrystal Palace,Bournemouth,Crystal Palace,31/12/2022,2.13,1.73,2.55,2.91,15.5,14.0,11.0,0.0,0.0,2.0,3.0,1.125,1.0,2.125,1.4,1.6,0.6,2.2,1.6,3.25,2.0,0.6666666666666666,0.5625,0.5333333333333333,935.5728265169384,1035.268663761069,0.4573680185863835,1.1917023760823184,0.9177137037343324,2.0,1.6666666666666667,0.0,
31/12/2022FulhamSouthampton,Fulham,Southampton,31/12/2022,1.74,2.11,3.77,2.02,16.0,10.0,20.0,3.0,1.0,0.0,3.0,1.6875,0.875,1.625,1.875,1.6,0.8,1.2,2.4,2.75,1.6666666666666667,1.0,0.875,0.5625,1001.6486583395698,929.739767116929,0.6935764643148035,1.0686245730153598,1.1007519854126135,1.3333333333333333,3.333333333333333,1.0,
31/12/2022Man CityEverton,Man City,Everton,31/12/2022,1.38,3.04,21.51,1.14,15.5,2.0,16.0,3.0,1.0,1.0,2.0,2.8666666666666667,0.75,1.0,1.1875,2.0,0.8,1.0,1.4,3.1666666666666665,2.0,0.3333333333333333,0.7333333333333333,0.375,1325.9659265017824,948.0683673862112,0.9294522472721508,1.430157771356011,0.90347282505896,1.3333333333333333,2.333333333333333,0.0,
31/12/2022NewcastleLeeds,Newcastle,Leeds,31/12/2022,1.64,2.29,6.73,1.47,15.5,3.0,15.0,3.0,1.0,0.0,3.0,2.0,1.5333333333333334,0.6875,1.9333333333333331,2.8,2.4,0.4,2.8,3.25,2.6666666666666665,2.6666666666666665,0.5,0.6666666666666666,1225.7302445091325,979.5482381993812,0.8605769182955701,1.0079416381850363,1.2411319738586593,0.3333333333333333,3.333333333333333,0.0,
31/12/2022BrightonArsenal,Brighton,Arsenal,31/12/2022,1.84,2.0,2.12,3.46,15.0,7.0,1.0,3.0,3.0,1.0,1.0,1.7333333333333334,2.4,1.3333333333333333,0.8,2.4,2.4,1.8,0.4,2.1,2.333333333333333,2.0,0.6,0.6666666666666666,1098.4243573264616,1278.0529206364888,0.3472673372773797,1.0640061752761147,1.1681713547025732,1.6666666666666667,0.3333333333333333,1.0,
01/01/2023TottenhamAston Villa,Tottenham,Aston Villa,01/01/2023,1.77,2.06,4.94,1.68,16.0,5.0,12.0,2.0,1.0,2.0,3.0,2.0625,1.0625,1.4375,1.5625,2.2,2.0,2.2,1.8,3.5,2.333333333333333,2.0,0.625,0.5625,1181.3368745959094,1028.1907931517565,0.7832202528066625,1.2309715965334889,1.0357181739864365,2.333333333333333,1.6666666666666667,0.0,
01/01/2023Nott'm ForestChelsea,Nott'm Forest,Chelsea,01/01/2023,1.96,1.85,1.69,5.21,15.5,19.0,9.0,0.0,2.0,3.0,0.0,0.6875,1.2666666666666666,2.0625,1.1333333333333333,0.8,0.8,2.0,1.4,0.0,1.0,0.6666666666666666,0.4375,0.5333333333333333,972.1508600434174,1135.409964867395,0.3689223881662229,0.988375206597808,0.9986957067822532,1.6666666666666667,0.6666666666666666,0.0,
02/01/2023BrentfordLiverpool,Brentford,Liverpool,02/01/2023,1.6,2.37,1.56,5.65,16.5,10.0,6.0,2.0,2.0,0.0,1.0,1.588235294117647,2.0625,1.588235294117647,1.1875,1.8,2.2,1.2,1.2,4.5,2.0,2.6666666666666665,0.5882352941176471,0.6875,1075.699571365992,1265.9212461015857,0.3335768422861071,1.141990310714984,1.163569437965462,1.0,1.0,1.0,
03/01/2023ArsenalNewcastle,Arsenal,Newcastle,03/01/2023,1.8,2.04,4.39,1.82,16.5,1.0,3.0,4.0,0.0,2.0,0.0,2.5,1.8823529411764703,0.875,0.6470588235294118,3.0,2.4,0.6,0.2,2.3,3.0,1.3333333333333333,0.6875,0.4705882352941176,1291.943614127584,1211.3071677773094,0.704148803610884,1.222544087291063,0.9575445562757844,1.0,0.0,0.0,
03/01/2023EvertonBrighton,Everton,Brighton,03/01/2023,1.99,1.84,2.13,3.56,16.5,16.0,10.0,1.0,2.0,1.0,4.0,0.7647058823529411,1.75,1.1764705882352942,1.5,0.4,2.6,1.6,2.0,2.8,0.6666666666666666,2.0,0.3529411764705882,0.625,965.2464572770972,1084.5336638353665,0.4295420133422186,0.8862681259752901,1.1135305220321776,2.0,2.333333333333333,1.0,
03/01/2023LeicesterFulham,Leicester,Fulham,03/01/2023,1.74,2.11,3.16,2.23,17.0,13.0,9.0,1.0,2.0,2.0,1.0,1.5294117647058822,1.7058823529411764,1.7647058823529411,1.588235294117647,1.0,1.4,1.2,1.0,2.75,1.0,2.0,0.6470588235294118,0.8823529411764706,1036.569914890758,1013.9055997669776,0.6302801104418063,1.1999300405041626,1.0697015358510773,1.6666666666666667,1.0,0.0,
03/01/2023Man UnitedBournemouth,Man United,Bournemouth,03/01/2023,1.54,2.48,10.56,1.29,16.5,4.0,15.0,1.0,0.0,0.0,2.0,1.5,1.0588235294117647,1.25,2.117647058823529,1.6,1.6,0.8,2.2,3.125,2.0,1.0,0.5625,0.5294117647058824,1187.6450706356989,917.278105773483,0.8764582319846468,1.0421130614295366,1.1757038353550398,0.3333333333333333,1.3333333333333333,1.0,
04/01/2023SouthamptonNott'm Forest,Southampton,Nott'm Forest,04/01/2023,2.02,1.8,3.82,2.03,17.0,20.0,18.0,1.0,1.0,2.0,1.0,0.8823529411764706,0.7058823529411765,1.8823529411764703,2.0,0.8,0.8,2.6,2.2,0.0,1.0,0.6666666666666666,0.5882352941176471,0.4117647058823529,917.4828256895212,977.3939645167684,0.5145149588488748,1.1018613263444683,0.9790086861327288,2.6666666666666665,1.3333333333333333,0.0,
04/01/2023LeedsWest Ham,Leeds,West Ham,04/01/2023,1.79,2.04,2.65,2.62,16.5,14.0,17.0,0.0,0.0,0.0,2.0,1.4375,0.7647058823529411,1.8125,1.2941176470588236,2.0,0.4,2.2,2.0,3.25,1.3333333333333333,0.3333333333333333,0.625,0.2352941176470588,993.971314931204,964.964310056294,0.6387470537355331,1.179075375165726,0.9209151564836872,2.333333333333333,2.333333333333333,1.0,
04/01/2023Aston VillaWolves,Aston Villa,Wolves,04/01/2023,2.05,1.78,3.86,1.99,17.0,12.0,19.0,2.0,0.0,0.0,1.0,1.1176470588235294,0.5882352941176471,1.4705882352941178,1.5294117647058822,1.6,1.0,1.8,1.6,2.1666666666666665,1.6666666666666667,0.6666666666666666,0.5294117647058824,0.4117647058823529,1059.5196032640229,946.1152338272584,0.7418795223530422,1.0164269224446338,0.8723763139410879,1.3333333333333333,1.3333333333333333,0.0,
04/01/2023Crystal PalaceTottenham,Crystal Palace,Tottenham,04/01/2023,1.88,1.93,2.19,3.34,16.5,11.0,5.0,2.0,0.0,0.0,2.0,1.0625,1.9411764705882355,1.3125,1.4705882352941178,1.0,2.0,1.0,2.2,2.1666666666666665,0.6666666666666666,2.0,0.5,0.5882352941176471,1053.5633845045247,1150.008064483643,0.4620163685242743,0.9053934462943476,1.2080435613729776,1.3333333333333333,2.333333333333333,1.0,
05/01/2023ChelseaMan City,Chelsea,Man City,05/01/2023,1.79,2.04,1.66,5.17,16.0,10.0,2.0,1.0,1.0,1.0,1.0,1.25,2.75,1.125,1.0,0.8,1.6,1.4,1.0,2.6666666666666665,1.0,1.6666666666666667,0.5,0.6875,1130.166860394044,1308.7878366108964,0.3485832323357389,0.9892313821881932,1.40292348891177,0.6666666666666666,1.3333333333333333,0.0,
12/01/2023FulhamChelsea,Fulham,Chelsea,12/01/2023,1.82,2.01,2.18,3.36,17.5,7.0,10.0,1.0,0.0,0.0,1.0,1.6666666666666667,1.1764705882352942,1.5,1.1176470588235294,1.6,0.6,1.0,0.8,2.0,2.0,1.0,0.8333333333333334,0.4705882352941176,1039.11680418465,1116.2235311006143,0.4897740239792442,1.0328840974415052,0.9540257580095464,0.3333333333333333,0.6666666666666666,1.0,
13/01/2023Aston VillaLeeds,Aston Villa,Leeds,13/01/2023,1.79,2.06,4.02,1.94,17.5,11.0,14.0,1.0,2.0,1.0,2.0,1.1111111111111112,1.4705882352941178,1.4444444444444444,1.8235294117647056,1.8,2.0,1.2,2.4,2.6,1.3333333333333333,1.0,0.5,0.6470588235294118,1049.8444223699012,988.4214327817828,0.6806002207465004,1.0114573485000464,1.2069917153819325,1.3333333333333333,1.6666666666666667,1.0,
14/01/2023Man UnitedMan City,Man United,Man City,14/01/2023,1.7,2.19,1.84,4.21,17.0,4.0,2.0,3.0,1.0,0.0,0.0,1.588235294117647,2.647058823529412,1.1764705882352942,0.9411764705882352,2.0,1.6,0.8,1.0,3.076923076923077,2.333333333333333,1.6666666666666667,0.5882352941176471,0.6470588235294118,1192.586741356313,1322.731165904326,0.4142995694163514,1.0410406687725595,1.3529950313321382,0.0,0.6666666666666666,1.0,
14/01/2023BrightonLiverpool,Brighton,Liverpool,14/01/2023,1.58,2.4,2.12,3.31,17.0,8.0,7.0,4.0,1.0,1.0,3.0,1.8823529411764703,2.0,1.4705882352941178,1.2941176470588236,2.6,2.2,2.0,1.4,3.090909090909091,3.0,2.0,0.6470588235294118,0.7058823529411765,1101.7153443690552,1239.26431979303,0.403995817458519,1.1706866670705305,1.175444099836698,2.0,1.6666666666666667,1.0,
14/01/2023EvertonSouthampton,Everton,Southampton,14/01/2023,2.1,1.76,3.32,2.25,18.0,18.0,20.0,1.0,0.0,4.0,1.0,0.7777777777777778,0.8333333333333334,1.3333333333333333,1.8333333333333333,0.6,0.8,2.4,2.6,2.6153846153846154,1.0,0.6666666666666666,0.3888888888888889,0.5555555555555556,948.0647767434084,896.9022273355662,0.6676260897907287,0.931759173188497,1.0671970879664572,2.333333333333333,2.0,1.0,
14/01/2023Nott'm ForestLeicester,Nott'm Forest,Leicester,14/01/2023,1.99,1.85,2.65,2.72,18.0,15.0,13.0,1.0,0.0,0.0,1.0,0.7222222222222222,1.4444444444444444,1.8888888888888888,1.7222222222222223,1.0,1.0,1.2,1.2,4.0,0.6666666666666666,0.3333333333333333,0.3888888888888889,0.6111111111111112,997.9745628707236,1011.3587104730856,0.5807631657151343,0.9482093562544072,1.1586303425216704,1.3333333333333333,2.0,0.0,
14/01/2023WolvesWest Ham,Wolves,West Ham,14/01/2023,2.22,1.68,2.75,2.7,18.0,19.0,17.0,1.0,2.0,1.0,2.0,0.6111111111111112,0.8333333333333334,1.5,1.3333333333333333,1.0,0.8,1.6,2.2,2.333333333333333,1.0,1.0,0.3888888888888889,0.2777777777777778,955.79041472138,970.5141922057154,0.5788844224654175,0.8681110406549282,0.9427191745813818,1.0,2.333333333333333,0.0,
14/01/2023BrentfordBournemouth,Brentford,Bournemouth,14/01/2023,1.81,2.02,5.2,1.66,18.0,9.0,16.0,3.0,0.0,1.0,3.0,1.6666666666666667,1.0,1.5555555555555556,2.1666666666666665,2.2,1.2,1.2,2.2,0.0,2.333333333333333,0.0,0.6111111111111112,0.5555555555555556,1102.356497674548,912.3364350528688,0.8170960947805089,1.153644749511245,1.1744939703159385,1.0,2.333333333333333,0.0,
15/01/2023ChelseaCrystal Palace,Chelsea,Crystal Palace,15/01/2023,1.98,1.85,5.47,1.66,17.5,10.0,12.0,1.0,0.0,2.0,4.0,1.1666666666666667,1.0,1.1666666666666667,1.4705882352941178,0.8,0.8,1.0,1.8,2.923076923076923,0.6666666666666666,0.6666666666666666,0.5,0.5294117647058824,1095.814492059784,1035.0827297635535,0.6797346254256974,0.9644142404411156,0.9263465515002336,1.3333333333333333,2.333333333333333,0.0,
15/01/2023NewcastleFulham,Newcastle,Fulham,15/01/2023,1.74,2.12,6.32,1.52,18.5,4.0,6.0,0.0,2.0,0.0,1.0,1.7777777777777777,1.6842105263157894,0.6111111111111112,1.4736842105263157,1.6,1.8,0.2,0.8,2.6,1.0,1.6666666666666667,0.4444444444444444,0.8421052631578947,1219.473119921745,1059.5258432254802,0.7897937972991285,0.9096673284619952,1.044131276262447,0.0,0.6666666666666666,0.0,
15/01/2023TottenhamArsenal,Tottenham,Arsenal,15/01/2023,1.79,2.04,2.18,3.24,17.5,5.0,1.0,4.0,0.0,0.0,0.0,2.055555555555556,2.3529411764705883,1.3888888888888888,0.8235294117647058,2.2,2.0,1.8,0.6,2.923076923076923,2.0,2.333333333333333,0.6111111111111112,0.6470588235294118,1168.488719224614,1283.7776619831486,0.4351906299563798,1.2360007593605935,1.1614168829265097,1.3333333333333333,1.0,0.0,
18/01/2023Crystal PalaceMan United,Crystal Palace,Man United,18/01/2023,1.93,1.9,1.8,4.56,18.0,12.0,4.0,0.0,2.0,1.0,1.0,0.9444444444444444,1.6111111111111112,1.4444444444444444,1.1666666666666667,0.4,2.2,1.8,0.4,2.4166666666666665,0.6666666666666666,2.0,0.5,0.6111111111111112,1022.2721147805815,1216.014758579659,0.3290864260358453,0.9007672005760562,1.033334696191912,1.6666666666666667,0.3333333333333333,0.0,
19/01/2023Man CityTottenham,Man City,Tottenham,19/01/2023,1.53,2.51,8.06,1.37,18.5,2.0,5.0,1.0,0.0,2.0,2.0,2.555555555555556,1.947368421052632,1.0,1.4210526315789471,1.4,2.0,1.2,1.8,2.833333333333333,1.0,1.3333333333333333,0.6666666666666666,0.5789473684210527,1299.30314868098,1151.0810940263589,0.7783690443379186,1.3429799157598608,1.2086414124037097,1.0,1.3333333333333333,1.0,
21/01/2023LiverpoolChelsea,Liverpool,Chelsea,21/01/2023,1.71,2.18,4.08,1.89,18.5,9.0,10.0,0.0,1.0,3.0,0.0,1.8888888888888888,1.1578947368421053,1.3888888888888888,1.105263157894737,1.8,1.0,1.8,0.8,2.6666666666666665,1.0,0.6666666666666666,0.7222222222222222,0.4736842105263157,1215.4241524913707,1108.625107042756,0.7345315828392708,1.1679238666044296,0.9377837205211512,2.333333333333333,1.0,0.0,
21/01/2023BournemouthNott'm Forest,Bournemouth,Nott'm Forest,21/01/2023,2.28,1.65,2.76,2.76,19.0,17.0,13.0,0.0,2.0,2.0,0.0,0.9473684210526316,0.7894736842105263,2.1578947368421053,1.7894736842105263,0.6,1.0,1.8,0.8,5.0,0.0,1.3333333333333333,0.5263157894736842,0.3684210526315789,905.0202788440891,1014.744036242118,0.4430807238305244,1.1504419906045624,0.9353224103381902,2.333333333333333,0.3333333333333333,0.0,
21/01/2023LeicesterBrighton,Leicester,Brighton,21/01/2023,1.83,2.01,2.08,3.51,18.5,15.0,7.0,0.0,3.0,2.0,0.0,1.368421052631579,1.9444444444444444,1.736842105263158,1.3888888888888888,0.6,2.6,1.6,1.6,2.636363636363636,0.3333333333333333,3.0,0.5789473684210527,0.6666666666666666,994.5892371016912,1125.5555116707144,0.4131520463159345,1.1428836021394138,1.1631968708484042,1.6666666666666667,1.6666666666666667,1.0,
21/01/2023SouthamptonAston Villa,Southampton,Aston Villa,21/01/2023,2.03,1.8,2.53,2.88,19.0,20.0,11.0,2.0,2.0,1.0,1.0,0.8947368421052632,1.1578947368421053,1.7894736842105263,1.4210526315789471,1.0,1.6,2.0,1.2,2.857142857142857,1.0,1.6666666666666667,0.5789473684210527,0.5263157894736842,923.6072709271954,1062.6204135400412,0.401968047419645,1.0782315553269195,1.0105948471325394,1.3333333333333333,0.6666666666666666,0.0,
21/01/2023West HamEverton,West Ham,Everton,21/01/2023,2.08,1.77,4.76,1.8,19.0,18.0,19.0,0.0,1.0,1.0,2.0,0.7894736842105263,0.7894736842105263,1.3157894736842106,1.368421052631579,0.6,0.8,2.0,2.4,2.076923076923077,0.6666666666666666,1.0,0.2631578947368421,0.4210526315789473,953.669569104332,921.3597331517792,0.6431225284957013,0.9186217432564928,0.9413932569957828,1.6666666666666667,2.333333333333333,0.0,
21/01/2023Crystal PalaceNewcastle,Crystal Palace,Newcastle,21/01/2023,2.14,1.73,1.88,4.4,19.0,12.0,4.0,1.0,1.0,1.0,0.0,0.9473684210526316,1.736842105263158,1.4210526315789471,0.5789473684210527,0.6,1.0,1.8,0.0,1.2727272727272727,0.3333333333333333,0.3333333333333333,0.4736842105263157,0.4210526315789473,1029.108657739148,1227.8813680297797,0.3227253320422892,0.89443846691266,0.8833386415841645,2.0,0.0,0.0,
22/01/2023LeedsBrentford,Leeds,Brentford,22/01/2023,1.68,2.21,2.89,2.38,18.5,16.0,9.0,1.0,2.0,2.0,0.0,1.4444444444444444,1.6842105263157894,1.8333333333333333,1.4736842105263157,1.4,2.2,2.2,0.8,4.666666666666667,1.0,2.333333333333333,0.6666666666666666,0.5789473684210527,975.6454416116428,1109.6726538833277,0.4088865419635282,1.20596247573418,1.130019732430982,1.3333333333333333,0.3333333333333333,0.0,
22/01/2023Man CityWolves,Man City,Wolves,22/01/2023,1.49,2.62,14.81,1.2,19.0,2.0,17.0,4.0,1.0,2.0,0.0,2.631578947368421,0.631578947368421,1.0526315789473684,1.4210526315789471,2.0,0.8,1.2,1.0,3.4444444444444446,2.0,0.6666666666666666,0.6842105263157895,0.3684210526315789,1308.1683869074632,972.6350378227633,0.9116892707461632,1.3751159508904651,0.8459207142580463,1.3333333333333333,0.6666666666666666,1.0,
22/01/2023ArsenalMan United,Arsenal,Man United,22/01/2023,1.7,2.17,4.08,1.86,18.5,1.0,4.0,2.0,1.0,0.0,1.0,2.333333333333333,1.5789473684210529,0.7777777777777778,1.1578947368421053,2.2,2.0,0.6,0.4,2.6923076923076925,2.0,2.0,0.6111111111111112,0.5789473684210527,1301.1852871814035,1209.1782156210927,0.7175999725835455,1.1357084784446168,1.02607455164717,0.6666666666666666,0.6666666666666666,1.0,
