GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
01/10/17Real MadridEspanol,Real Madrid,Espanol,01/10/17,1.19,4.5,21.03,1.1,6.0,6,13,2,4,1,1,1.8333333333333333,1.1666666666666667,1.0,1.5,1.6,1.2,1.2,1.6,2.0,1.6666666666666667,2.0,0.6666666666666666,0.5,1208.4063945383325,1023.9470491170536,0.8122635499976341,1.3753975566765027,0.9324434926032233,0
01/10/17SociedadBetis,Sociedad,Betis,01/10/17,1.67,2.2,3.81,1.92,6.0,8,5,2,4,3,0,2.1666666666666665,1.6666666666666667,2.1666666666666665,1.1666666666666667,2.0,2.0,2.2,1.0,3.0,1.0,2.3333333333333335,1.0,0.6666666666666666,1038.4734109033554,988.4434452486531,0.666177786234672,1.2312116366070502,1.077137253768807,1
01/10/17ValenciaAth Bilbao,Valencia,Ath Bilbao,01/10/17,1.84,1.96,4.07,1.88,6.0,4,12,3,3,2,3,2.0,1.1666666666666667,0.8333333333333334,1.0,2.2,1.4,1.0,1.2,2.5,3.0,1.3333333333333333,0.5,0.3333333333333333,1051.9291133880938,1039.6681123828396,0.6162194834366627,1.1181002336481718,0.9751798322286017,1
01/10/17VillarrealEibar,Villarreal,Eibar,01/10/17,1.99,1.82,4.43,1.82,6.0,14,18,0,0,4,4,1.0,0.5,1.5,2.3333333333333335,1.2,0.4,1.6,2.8,4.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1054.9242444754477,960.6997201830984,0.7201795389986102,0.9723082569177592,0.9928764196746946,1
13/10/17EspanolLevante,Espanol,Levante,13/10/17,2.09,1.74,4.84,1.77,7.0,14,10,0,0,2,2,1.0,1.1428571428571428,1.5714285714285714,1.4285714285714286,1.2,1.0,1.8,1.6,0.0,1.3333333333333333,1.0,0.42857142857142855,0.42857142857142855,1016.4375911169589,991.6030149773394,0.6331865558124957,0.9149038183787308,0.9988348834975427,0
14/10/17AlavesSociedad,Alaves,Sociedad,14/10/17,1.84,1.95,2.17,3.37,7.0,19,8,2,4,0,4,0.42857142857142855,2.4285714285714284,1.4285714285714286,2.4285714285714284,0.6,2.2,1.4,3.0,2.0,1.0,2.0,0.2857142857142857,1.0,968.2080593901501,1031.8262994539687,0.5091830580756872,0.8105962133099419,1.3181929415605538,0
14/10/17Ath BilbaoSevilla,Ath Bilbao,Sevilla,14/10/17,1.93,1.87,2.9,2.46,7.0,14,2,2,2,3,0,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.42857142857142855,1.6,1.4,1.8,0.4,2.5,2.0,1.0,0.42857142857142855,0.14285714285714285,1024.316891720306,1124.7785917492304,0.45627407349860183,1.0158582604392898,1.0002587641281817,0
14/10/17Ath MadridBarcelona,Ath Madrid,Barcelona,14/10/17,1.89,1.91,2.44,2.91,7.0,3,1,0,3,0,0,1.7142857142857142,3.2857142857142856,0.5714285714285714,0.2857142857142857,1.0,3.8,0.2,0.4,2.5,1.3333333333333333,4.0,0.42857142857142855,0.7142857142857143,1194.2415262032705,1288.8344217204083,0.46466696931223334,0.903910012769429,1.5316918273160958,0
14/10/17GetafeReal Madrid,Getafe,Real Madrid,14/10/17,1.4,2.86,1.29,9.83,7.0,13,5,1,2,2,0,1.2857142857142858,1.8571428571428572,1.0,0.8571428571428571,1.8,1.6,1.2,0.8,0.0,2.0,1.3333333333333333,0.5714285714285714,0.5714285714285714,994.9848829755433,1215.915852538427,0.29549812493385746,0.9687246524696659,1.3495257207265097,1
15/10/17BetisValencia,Betis,Valencia,15/10/17,1.63,2.25,2.65,2.55,7.0,6,5,4,3,4,2,2.0,2.142857142857143,1.5714285714285714,1.0,2.4,2.4,1.6,1.0,2.5,3.0,3.6666666666666665,0.7142857142857143,0.5714285714285714,995.09055669804,1067.2803340506273,0.4968486987965085,1.1532336787547142,1.1647404107556785,1
15/10/17EibarLa Coruna,Eibar,La Coruna,15/10/17,1.88,1.91,3.76,2.0,7.0,18,15,0,2,3,1,0.42857142857142855,1.2857142857142858,2.4285714285714284,2.2857142857142856,0.4,1.4,3.2,2.2,3.5,0.3333333333333333,1.3333333333333333,0.5714285714285714,0.8571428571428571,949.5069017430428,917.7689588305452,0.6423665879362924,1.0049414236167107,1.1144986491187554,0
15/10/17GironaVillarreal,Girona,Villarreal,15/10/17,2.16,1.68,2.64,2.78,7.0,16,10,3,3,3,0,0.8571428571428571,1.2857142857142858,1.5714285714285714,1.2857142857142858,0.6,1.8,1.8,1.0,0.0,1.0,1.0,0.42857142857142855,0.7142857142857143,981.1391378896996,1066.1170629155033,0.4784583763360743,0.9661696837936931,0.9841233254601375,1
15/10/17MalagaLeganes,Malaga,Leganes,15/10/17,2.44,1.53,3.3,2.32,7.0,20,8,0,0,2,0,0.5714285714285714,0.7142857142857143,2.2857142857142856,0.42857142857142855,0.8,0.6,2.8,0.6,2.0,1.0,0.6666666666666666,0.42857142857142855,0.14285714285714285,907.6879203470899,960.7894390652264,0.5242997110826171,1.0514857447242603,0.7769242393066654,0
16/10/17Las PalmasCelta,Las Palmas,Celta,16/10/17,1.78,2.01,2.92,2.4,7.0,18,13,0,3,3,3,0.7142857142857143,1.8571428571428572,1.8571428571428572,1.5714285714285714,0.8,2.0,1.4,1.2,5.0,0.0,2.6666666666666665,0.42857142857142855,0.7142857142857143,874.5269835148963,925.159680527196,0.5278429562034626,1.1831501539898857,1.256184951087098,1
21/10/17BarcelonaMalaga,Barcelona,Malaga,21/10/17,1.17,4.64,27.68,1.07,8.0,1,20,1,0,1,2,3.0,0.5,0.375,2.25,3.0,0.6,0.6,2.6,1.0,2.3333333333333335,1.0,0.625,0.375,1287.4211004928975,886.7159319037852,0.9375905574513048,1.4993594285744736,1.0503965289741632,0
21/10/17BetisAlaves,Betis,Alaves,21/10/17,1.83,1.98,5.82,1.58,8.0,9,19,3,0,6,2,2.125,0.375,2.125,1.5,2.8,0.6,2.2,1.6,3.0,3.6666666666666665,1.0,0.75,0.25,975.2166087461796,947.8407370671226,0.6365776099927457,1.250112867905787,0.8004109741702532,0
21/10/17LevanteGetafe,Levante,Getafe,21/10/17,2.31,1.61,3.13,2.41,8.0,12,14,0,1,0,2,1.0,1.25,1.25,1.125,0.8,1.6,1.4,1.4,0.0,0.0,2.0,0.375,0.625,996.9304772098392,983.164957978189,0.6182656070694552,0.9488931393226655,0.9647484839105409,0
